visit_datetime,rolling_avg_wait_time,rolling_avg_satisfaction,rolling_left_without_being_seen_rate,rolling_avg_nurse_patient_ratio,anomaly_count
2024-07-11T02:28:42.000000,89.78,2.46,0.06,3.38,1
2024-07-11T04:09:25.000000,90.32,2.44,0.06,3.38,1
2024-07-11T06:10:32.000000,91.06,2.44,0.04,3.38,1
2024-07-11T15:12:44.000000,89.8,2.48,0.04,3.36,1
2024-07-11T16:23:27.000000,89.3,2.5,0.04,3.32,0
2024-07-11T19:29:43.000000,88.48,2.5,0.04,3.3,0
2024-07-11T21:08:09.000000,90.28,2.44,0.04,3.32,1
2024-07-11T23:28:54.000000,89.4,2.44,0.04,3.34,1
2024-07-12T02:06:22.000000,88.22,2.46,0.02,3.32,1
2024-07-12T03:50:09.000000,89.84,2.42,0.02,3.34,1
2024-07-12T05:40:46.000000,92.04,2.42,0.02,3.34,1
2024-07-12T05:46:06.000000,88.42,2.48,0.02,3.3,1
2024-07-12T07:38:31.000000,86.46,2.54,0.02,3.24,0
2024-07-12T11:08:10.000000,85.34,2.58,0.02,3.2,0
2024-07-12T12:29:10.000000,83.86,2.6,0.02,3.2,0
2024-07-12T14:05:20.000000,87.22,2.54,0.04,3.28,0
2024-07-12T19:11:02.000000,86.74,2.58,0.04,3.26,0
2024-07-12T20:45:40.000000,87.5,2.58,0.06,3.26,0
2024-07-12T21:29:56.000000,92.3,2.52,0.06,3.28,0
2024-07-13T02:36:36.000000,92.78,2.52,0.06,3.32,0
2024-07-13T04:08:07.000000,87.2,2.58,0.04,3.28,0
2024-07-13T04:21:01.000000,87.1,2.58,0.04,3.28,0
2024-07-13T04:38:06.000000,86.0,2.6,0.04,3.24,0
2024-07-13T08:35:41.000000,86.14,2.6,0.04,3.24,0
2024-07-13T12:25:39.000000,87.1,2.56,0.04,3.26,0
2024-07-13T12:56:33.000000,89.14,2.52,0.04,3.26,0
2024-07-13T13:11:33.000000,87.6,2.58,0.04,3.26,0
2024-07-13T13:36:03.000000,85.08,2.64,0.04,3.2,0
2024-07-13T14:19:21.000000,86.0,2.62,0.04,3.22,0
2024-07-13T16:37:16.000000,85.28,2.66,0.04,3.18,0
2024-07-13T16:40:46.000000,83.84,2.7,0.04,3.14,0
2024-07-13T16:49:07.000000,85.26,2.64,0.04,3.2,0
2024-07-13T17:32:25.000000,86.92,2.62,0.04,3.24,0
2024-07-13T19:33:47.000000,88.28,2.6,0.04,3.28,0
2024-07-13T19:40:28.000000,90.5,2.54,0.04,3.3,0
2024-07-13T19:56:36.000000,92.22,2.48,0.04,3.34,1
2024-07-13T21:41:46.000000,92.94,2.46,0.04,3.36,1
2024-07-14T00:25:44.000000,93.74,2.44,0.04,3.36,1
2024-07-14T02:38:08.000000,97.5,2.38,0.04,3.38,1
2024-07-14T05:00:09.000000,100.4,2.32,0.04,3.42,1
2024-07-14T05:46:40.000000,101.32,2.26,0.04,3.44,1
2024-07-14T08:28:19.000000,101.66,2.24,0.04,3.46,1
2024-07-14T12:37:28.000000,102.48,2.2,0.04,3.48,1
2024-07-14T12:55:22.000000,99.78,2.26,0.04,3.42,1
2024-07-14T15:07:54.000000,97.6,2.32,0.04,3.36,1
2024-07-14T16:59:09.000000,97.78,2.32,0.04,3.4,1
2024-07-14T17:27:03.000000,97.32,2.34,0.04,3.4,1
2024-07-14T17:35:45.000000,97.78,2.34,0.04,3.4,1
2024-07-14T17:52:31.000000,97.3,2.38,0.04,3.38,1
2024-07-14T18:28:57.000000,95.54,2.46,0.04,3.34,1
2024-07-14T18:53:15.000000,93.66,2.54,0.04,3.28,0
2024-07-14T20:44:17.000000,93.14,2.56,0.04,3.28,0
2024-07-14T23:22:03.000000,88.82,2.62,0.04,3.22,0
2024-07-15T00:56:31.000000,93.24,2.56,0.04,3.26,0
2024-07-15T01:05:06.000000,93.6,2.54,0.04,3.3,0
2024-07-15T01:26:12.000000,93.38,2.56,0.04,3.28,0
2024-07-15T02:04:35.000000,94.02,2.54,0.04,3.32,0
2024-07-15T02:10:48.000000,94.24,2.54,0.04,3.3,0
2024-07-15T03:24:53.000000,96.08,2.52,0.06,3.3,0
2024-07-15T04:27:09.000000,93.86,2.58,0.06,3.26,0
2024-07-15T08:53:55.000000,93.88,2.58,0.08,3.28,0
2024-07-15T09:49:15.000000,95.44,2.54,0.08,3.32,0
2024-07-15T10:42:30.000000,97.74,2.48,0.08,3.38,1
2024-07-15T12:22:40.000000,98.72,2.46,0.08,3.42,1
2024-07-15T13:11:41.000000,99.78,2.44,0.08,3.4,1
2024-07-15T14:51:21.000000,97.08,2.48,0.06,3.36,1
2024-07-15T16:13:14.000000,102.62,2.4,0.08,3.4,1
2024-07-15T17:15:59.000000,100.04,2.44,0.06,3.4,1
2024-07-15T17:59:49.000000,95.76,2.48,0.06,3.38,1
2024-07-15T19:11:29.000000,95.36,2.48,0.06,3.34,1
2024-07-15T22:10:25.000000,99.2,2.42,0.08,3.38,1
2024-07-15T22:39:56.000000,97.48,2.44,0.08,3.36,1
2024-07-15T23:21:25.000000,101.48,2.38,0.08,3.42,1
2024-07-16T00:06:00.000000,99.06,2.42,0.08,3.4,1
2024-07-16T00:13:19.000000,98.62,2.44,0.08,3.38,1
2024-07-16T06:46:15.000000,96.18,2.5,0.08,3.36,0
2024-07-16T08:55:22.000000,98.36,2.44,0.08,3.36,1
2024-07-16T12:24:37.000000,99.7,2.4,0.08,3.4,1
2024-07-16T13:03:35.000000,97.86,2.44,0.08,3.38,1
2024-07-16T14:40:42.000000,101.6,2.36,0.08,3.44,1
2024-07-16T16:29:41.000000,102.12,2.34,0.08,3.44,1
2024-07-16T16:37:31.000000,102.2,2.36,0.08,3.42,1
2024-07-16T17:56:06.000000,98.76,2.44,0.08,3.36,1
2024-07-16T20:20:35.000000,101.5,2.4,0.08,3.36,1
2024-07-17T00:29:32.000000,102.78,2.4,0.08,3.34,1
2024-07-17T03:06:02.000000,102.04,2.42,0.08,3.3,1
2024-07-17T08:13:37.000000,101.76,2.44,0.08,3.3,1
2024-07-17T14:45:45.000000,100.2,2.5,0.08,3.28,0
2024-07-17T16:34:17.000000,96.0,2.56,0.08,3.22,0
2024-07-17T18:37:28.000000,93.3,2.62,0.08,3.2,0
2024-07-17T18:53:07.000000,95.06,2.6,0.08,3.24,0
2024-07-17T21:02:34.000000,99.0,2.56,0.08,3.24,0
2024-07-17T21:41:27.000000,98.22,2.58,0.08,3.24,0
2024-07-18T00:09:04.000000,98.76,2.56,0.08,3.28,0
2024-07-18T02:06:38.000000,98.9,2.56,0.08,3.3,0
2024-07-18T02:36:21.000000,98.74,2.56,0.08,3.28,0
2024-07-18T09:02:00.000000,101.62,2.5,0.08,3.3,0
2024-07-18T15:32:51.000000,100.44,2.52,0.08,3.26,0
2024-07-18T19:47:56.000000,102.88,2.44,0.1,3.32,2
2024-07-19T03:16:36.000000,103.0,2.42,0.1,3.32,2
2024-07-19T05:39:33.000000,105.28,2.34,0.1,3.34,2
2024-07-19T07:04:18.000000,104.86,2.36,0.1,3.3,2
2024-07-19T08:47:35.000000,105.26,2.34,0.1,3.36,2
2024-07-19T10:13:14.000000,101.56,2.38,0.1,3.36,2
2024-07-19T10:54:02.000000,100.66,2.4,0.1,3.3,2
2024-07-19T11:11:43.000000,100.5,2.4,0.1,3.3,2
2024-07-19T11:22:46.000000,99.54,2.4,0.1,3.28,2
2024-07-19T11:39:28.000000,99.54,2.4,0.12,3.3,2
2024-07-19T11:39:50.000000,99.68,2.4,0.1,3.34,2
2024-07-19T12:24:32.000000,104.22,2.34,0.1,3.38,2
2024-07-19T14:24:42.000000,103.68,2.34,0.08,3.36,1
2024-07-19T14:45:17.000000,103.64,2.34,0.08,3.38,1
2024-07-19T15:59:54.000000,105.62,2.34,0.08,3.4,1
2024-07-19T16:12:12.000000,104.6,2.36,0.08,3.34,1
2024-07-19T16:44:02.000000,105.18,2.36,0.08,3.36,1
2024-07-19T19:32:55.000000,106.94,2.32,0.08,3.4,1
2024-07-19T21:18:08.000000,105.62,2.32,0.06,3.4,1
2024-07-19T23:29:48.000000,104.92,2.32,0.06,3.4,1
2024-07-20T00:58:19.000000,104.18,2.34,0.06,3.4,1
2024-07-20T03:26:37.000000,105.78,2.3,0.06,3.48,1
2024-07-20T04:20:09.000000,102.1,2.36,0.04,3.44,1
2024-07-20T05:29:21.000000,101.76,2.4,0.04,3.44,1
2024-07-20T06:37:47.000000,98.92,2.44,0.04,3.42,1
2024-07-20T12:40:33.000000,100.7,2.4,0.04,3.44,1
2024-07-20T12:55:13.000000,102.28,2.38,0.04,3.48,1
2024-07-20T14:42:38.000000,101.8,2.4,0.04,3.46,1
2024-07-20T19:13:06.000000,100.32,2.42,0.04,3.44,1
2024-07-20T22:38:43.000000,99.54,2.44,0.04,3.44,1
2024-07-21T00:08:29.000000,98.74,2.46,0.04,3.38,1
2024-07-21T03:26:43.000000,95.78,2.52,0.04,3.36,0
2024-07-21T04:38:11.000000,96.78,2.5,0.04,3.4,0
2024-07-21T08:11:03.000000,96.42,2.5,0.04,3.42,0
2024-07-21T08:22:16.000000,96.28,2.48,0.04,3.4,1
2024-07-21T09:45:56.000000,92.16,2.56,0.04,3.34,0
2024-07-21T16:28:24.000000,89.24,2.58,0.04,3.34,0
2024-07-21T19:16:21.000000,89.74,2.56,0.04,3.36,0
2024-07-21T22:48:12.000000,88.48,2.6,0.04,3.3,0
2024-07-21T23:25:39.000000,89.04,2.58,0.04,3.32,0
2024-07-22T00:59:31.000000,89.32,2.58,0.04,3.34,0
2024-07-22T01:41:54.000000,89.9,2.54,0.04,3.36,0
2024-07-22T04:24:31.000000,87.14,2.6,0.04,3.28,0
2024-07-22T08:26:30.000000,85.28,2.6,0.04,3.28,0
2024-07-22T13:25:13.000000,85.54,2.6,0.04,3.28,0
2024-07-22T15:08:34.000000,85.14,2.62,0.04,3.24,0
2024-07-22T15:25:21.000000,85.54,2.6,0.04,3.26,0
2024-07-22T15:47:48.000000,88.14,2.54,0.06,3.28,0
2024-07-22T16:58:04.000000,85.6,2.58,0.06,3.28,0
2024-07-22T19:32:29.000000,85.42,2.6,0.06,3.28,0
2024-07-22T22:03:22.000000,83.58,2.66,0.04,3.22,0
2024-07-22T22:47:51.000000,88.76,2.6,0.04,3.28,0
2024-07-23T01:29:51.000000,89.74,2.6,0.04,3.3,0
2024-07-23T05:51:35.000000,91.18,2.54,0.04,3.34,0
2024-07-23T06:45:41.000000,94.82,2.5,0.04,3.34,0
2024-07-23T06:56:48.000000,94.8,2.52,0.04,3.32,0
2024-07-23T09:31:10.000000,97.84,2.46,0.04,3.38,1
2024-07-23T11:06:02.000000,99.32,2.42,0.04,3.42,1
2024-07-23T15:49:31.000000,98.12,2.48,0.04,3.4,1
2024-07-23T15:59:03.000000,96.48,2.52,0.02,3.38,0
2024-07-23T16:45:27.000000,97.84,2.52,0.02,3.38,0
2024-07-23T18:21:05.000000,94.96,2.52,0.02,3.38,0
2024-07-23T19:07:48.000000,91.32,2.58,0.02,3.34,0
2024-07-23T22:57:05.000000,93.34,2.56,0.02,3.36,0
2024-07-23T23:49:25.000000,90.26,2.58,0.02,3.32,0
2024-07-24T00:48:59.000000,93.78,2.52,0.02,3.4,0
2024-07-24T01:28:05.000000,92.0,2.56,0.02,3.38,0
2024-07-24T02:36:31.000000,94.62,2.56,0.02,3.36,0
2024-07-24T08:59:47.000000,90.44,2.62,0.02,3.32,0
2024-07-24T15:37:45.000000,90.04,2.64,0.02,3.28,0
2024-07-24T18:25:22.000000,90.66,2.62,0.02,3.26,0
2024-07-24T18:35:15.000000,89.7,2.64,0.02,3.24,0
2024-07-24T18:44:30.000000,91.8,2.58,0.02,3.28,0
2024-07-24T19:18:43.000000,92.14,2.56,0.02,3.3,0
2024-07-25T01:39:33.000000,92.16,2.54,0.02,3.3,0
2024-07-25T02:32:19.000000,95.44,2.54,0.02,3.32,0
2024-07-25T06:32:55.000000,93.0,2.6,0.02,3.3,0
2024-07-25T07:50:56.000000,93.58,2.56,0.02,3.32,0
2024-07-25T08:11:07.000000,95.28,2.54,0.02,3.34,0
2024-07-25T09:54:21.000000,94.88,2.56,0.02,3.34,0
2024-07-25T10:22:37.000000,96.84,2.52,0.02,3.4,0
2024-07-25T15:42:42.000000,100.34,2.46,0.02,3.42,1
2024-07-25T18:10:15.000000,99.68,2.48,0.02,3.4,1
2024-07-25T18:45:44.000000,102.0,2.46,0.02,3.4,1
2024-07-25T20:07:27.000000,105.06,2.4,0.02,3.48,1
2024-07-25T21:05:15.000000,105.04,2.4,0.02,3.48,1
2024-07-26T00:54:59.000000,105.86,2.38,0.02,3.5,1
2024-07-26T01:23:44.000000,105.12,2.42,0.02,3.5,1
2024-07-26T05:20:55.000000,105.38,2.4,0.02,3.52,1
2024-07-26T06:22:16.000000,106.78,2.36,0.02,3.52,1
2024-07-26T08:04:44.000000,108.32,2.3,0.02,3.56,1
2024-07-26T08:59:05.000000,108.94,2.3,0.02,3.54,1
2024-07-26T10:55:18.000000,111.5,2.24,0.02,3.6,1
2024-07-26T14:23:39.000000,109.58,2.28,0.02,3.58,1
2024-07-26T15:07:40.000000,109.68,2.26,0.02,3.58,1
2024-07-26T18:02:09.000000,113.9,2.2,0.02,3.64,1
2024-07-26T18:15:49.000000,114.14,2.22,0.02,3.66,1
2024-07-26T21:23:25.000000,113.2,2.22,0.0,3.68,1
2024-07-26T21:34:04.000000,115.6,2.18,0.0,3.68,1
2024-07-26T21:53:37.000000,116.08,2.14,0.0,3.7,1
2024-07-26T23:30:44.000000,116.86,2.1,0.0,3.72,1
2024-07-26T23:48:35.000000,112.38,2.16,0.0,3.72,1
2024-07-27T00:40:17.000000,109.62,2.22,0.0,3.7,1
2024-07-27T01:11:43.000000,110.08,2.22,0.0,3.7,1
2024-07-27T07:02:41.000000,110.36,2.22,0.0,3.72,1
2024-07-27T07:48:12.000000,112.9,2.16,0.0,3.76,1
2024-07-27T08:27:22.000000,112.96,2.16,0.0,3.78,1
2024-07-27T09:46:32.000000,113.42,2.14,0.0,3.76,1
2024-07-27T11:26:31.000000,115.72,2.08,0.0,3.8,1
2024-07-27T11:48:53.000000,115.08,2.1,0.0,3.78,1
2024-07-27T12:29:03.000000,110.3,2.18,0.0,3.7,1
2024-07-27T13:24:39.000000,111.32,2.18,0.0,3.7,1
2024-07-27T17:05:53.000000,114.66,2.12,0.02,3.74,1
2024-07-27T19:45:38.000000,115.16,2.12,0.02,3.74,1
2024-07-27T21:37:23.000000,117.48,2.1,0.02,3.78,1
2024-07-27T22:01:14.000000,113.8,2.18,0.02,3.7,1
2024-07-27T22:18:53.000000,113.42,2.18,0.02,3.72,1
2024-07-27T22:48:57.000000,108.9,2.24,0.02,3.7,1
2024-07-28T00:58:26.000000,109.18,2.24,0.02,3.74,1
2024-07-28T07:25:10.000000,109.12,2.24,0.02,3.72,1
2024-07-28T08:47:04.000000,109.76,2.22,0.02,3.74,1
2024-07-28T09:21:31.000000,109.0,2.26,0.02,3.7,1
2024-07-28T11:10:21.000000,108.68,2.28,0.02,3.7,1
2024-07-28T12:40:53.000000,108.24,2.28,0.02,3.68,1
2024-07-28T14:50:48.000000,109.5,2.26,0.04,3.68,1
2024-07-28T17:01:10.000000,104.18,2.32,0.04,3.62,1
2024-07-28T17:51:58.000000,104.8,2.3,0.04,3.62,1
2024-07-28T18:29:50.000000,103.82,2.34,0.04,3.58,1
2024-07-28T20:14:57.000000,103.08,2.34,0.04,3.58,1
2024-07-28T20:31:11.000000,103.44,2.34,0.04,3.6,1
2024-07-28T22:08:11.000000,104.66,2.32,0.06,3.6,1
2024-07-28T22:41:47.000000,101.44,2.36,0.06,3.58,1
2024-07-29T01:14:31.000000,101.1,2.36,0.06,3.56,1
2024-07-29T01:27:32.000000,101.6,2.36,0.08,3.56,1
2024-07-29T02:41:16.000000,99.72,2.4,0.08,3.52,1
2024-07-29T02:54:32.000000,100.14,2.38,0.08,3.54,1
2024-07-29T03:09:29.000000,98.92,2.42,0.08,3.52,1
2024-07-29T04:05:21.000000,100.88,2.38,0.08,3.52,1
2024-07-29T05:46:00.000000,101.14,2.38,0.08,3.54,1
2024-07-29T05:49:03.000000,103.26,2.38,0.1,3.54,2
2024-07-29T08:08:47.000000,102.26,2.42,0.1,3.54,2
2024-07-29T13:24:28.000000,101.66,2.42,0.1,3.56,2
2024-07-29T20:38:10.000000,104.2,2.42,0.1,3.56,2
2024-07-29T22:54:38.000000,104.98,2.38,0.1,3.56,2
2024-07-29T23:03:56.000000,107.8,2.36,0.1,3.54,2
2024-07-29T23:29:56.000000,105.54,2.36,0.1,3.52,2
2024-07-30T00:09:18.000000,104.9,2.38,0.1,3.46,2
2024-07-30T03:14:51.000000,103.64,2.42,0.1,3.46,2
2024-07-30T05:51:34.000000,105.22,2.42,0.1,3.48,2
2024-07-30T07:24:09.000000,105.74,2.42,0.12,3.5,2
2024-07-30T07:38:02.000000,104.48,2.46,0.12,3.48,2
2024-07-30T08:12:03.000000,104.58,2.44,0.12,3.48,2
2024-07-30T09:50:58.000000,104.7,2.42,0.12,3.48,2
2024-07-30T13:17:18.000000,102.9,2.46,0.12,3.46,2
2024-07-30T14:44:18.000000,99.74,2.5,0.12,3.44,1
2024-07-30T14:53:54.000000,100.18,2.5,0.14,3.42,1
2024-07-30T15:24:13.000000,97.12,2.56,0.14,3.36,1
2024-07-30T17:10:05.000000,96.02,2.6,0.14,3.36,1
2024-07-30T17:35:11.000000,93.28,2.68,0.14,3.28,1
2024-07-31T01:10:10.000000,92.92,2.68,0.14,3.28,1
2024-07-31T03:04:45.000000,93.2,2.66,0.14,3.3,1
2024-07-31T04:46:29.000000,92.1,2.68,0.14,3.3,1
2024-07-31T06:39:58.000000,88.54,2.76,0.12,3.24,1
2024-07-31T07:47:50.000000,84.88,2.82,0.12,3.2,1
2024-07-31T07:57:24.000000,84.64,2.82,0.12,3.18,1
2024-07-31T09:45:57.000000,86.28,2.76,0.12,3.22,1
2024-07-31T10:34:31.000000,89.24,2.72,0.12,3.24,1
2024-07-31T11:15:05.000000,88.72,2.74,0.12,3.22,1
2024-07-31T11:44:47.000000,88.32,2.76,0.12,3.18,1
2024-07-31T15:10:04.000000,88.3,2.76,0.12,3.18,1
2024-07-31T15:35:15.000000,87.12,2.78,0.12,3.16,1
2024-07-31T19:02:40.000000,88.54,2.72,0.12,3.18,1
2024-07-31T19:29:31.000000,86.54,2.76,0.12,3.14,1
2024-07-31T19:32:27.000000,90.1,2.72,0.12,3.18,1
2024-07-31T20:27:24.000000,91.7,2.72,0.1,3.18,1
2024-07-31T20:28:20.000000,91.72,2.72,0.1,3.2,1
2024-08-01T01:26:34.000000,90.62,2.76,0.1,3.14,1
2024-08-01T04:22:10.000000,95.02,2.68,0.1,3.22,1
2024-08-01T05:00:18.000000,97.26,2.68,0.1,3.22,1
2024-08-01T05:26:39.000000,97.38,2.66,0.1,3.2,1
2024-08-01T05:35:55.000000,97.2,2.66,0.08,3.2,0
2024-08-01T06:50:09.000000,96.82,2.68,0.08,3.22,0
2024-08-01T10:32:40.000000,96.14,2.72,0.08,3.24,0
2024-08-01T11:11:50.000000,93.38,2.74,0.06,3.22,0
2024-08-01T11:26:11.000000,94.92,2.7,0.08,3.24,0
2024-08-01T11:56:27.000000,95.46,2.68,0.08,3.26,0
2024-08-01T13:08:36.000000,94.46,2.72,0.08,3.2,0
2024-08-01T13:31:59.000000,92.16,2.76,0.08,3.18,0
2024-08-01T15:36:11.000000,95.08,2.7,0.1,3.22,1
2024-08-01T18:02:03.000000,90.76,2.76,0.08,3.16,0
2024-08-01T18:46:15.000000,90.02,2.78,0.08,3.1,0
2024-08-01T22:12:16.000000,89.84,2.82,0.08,3.1,0
2024-08-01T22:12:36.000000,85.8,2.86,0.08,3.08,0
2024-08-01T23:10:03.000000,84.72,2.9,0.08,3.1,0
2024-08-01T23:11:25.000000,81.36,2.94,0.08,3.08,0
2024-08-02T04:09:32.000000,80.22,2.98,0.08,3.08,0
2024-08-02T05:39:23.000000,80.96,2.94,0.08,3.14,0
2024-08-02T12:20:47.000000,81.4,2.94,0.08,3.12,0
2024-08-02T13:51:17.000000,76.92,3.02,0.08,3.04,0
2024-08-02T14:14:28.000000,75.84,3.06,0.06,3.0,0
2024-08-02T15:26:20.000000,76.5,3.04,0.06,3.04,0
2024-08-02T16:33:49.000000,79.52,3.0,0.06,3.04,0
2024-08-02T18:07:15.000000,82.48,2.96,0.06,3.08,0
2024-08-02T19:28:11.000000,82.6,2.96,0.06,3.08,0
2024-08-03T01:41:54.000000,82.3,2.96,0.06,3.06,0
2024-08-03T02:39:06.000000,80.0,2.98,0.04,3.04,0
2024-08-03T04:36:15.000000,81.96,2.92,0.04,3.06,0
2024-08-03T05:14:21.000000,82.04,2.92,0.04,3.06,0
2024-08-03T05:58:50.000000,84.4,2.84,0.04,3.14,0
2024-08-03T10:00:23.000000,84.16,2.84,0.04,3.1,0
2024-08-03T10:14:50.000000,86.72,2.78,0.04,3.14,0
2024-08-03T11:31:21.000000,84.88,2.84,0.04,3.1,0
2024-08-03T12:00:25.000000,87.28,2.76,0.04,3.16,0
2024-08-03T12:12:40.000000,87.66,2.74,0.04,3.16,0
2024-08-03T12:47:47.000000,86.42,2.74,0.04,3.16,0
2024-08-03T17:31:04.000000,87.28,2.72,0.04,3.18,0
2024-08-03T18:40:29.000000,85.12,2.72,0.04,3.16,0
2024-08-03T19:37:53.000000,86.38,2.66,0.04,3.2,0
2024-08-03T20:05:34.000000,89.5,2.58,0.06,3.24,0
2024-08-03T21:58:14.000000,90.74,2.56,0.06,3.28,0
2024-08-04T00:20:54.000000,91.14,2.56,0.06,3.3,0
2024-08-04T00:22:51.000000,92.56,2.54,0.06,3.34,0
2024-08-04T03:39:15.000000,92.58,2.54,0.06,3.34,0
2024-08-04T04:06:58.000000,88.44,2.6,0.06,3.28,0
2024-08-04T05:15:39.000000,84.34,2.66,0.06,3.24,0
2024-08-04T06:08:34.000000,86.84,2.6,0.06,3.28,0
2024-08-04T08:22:07.000000,89.3,2.52,0.06,3.34,0
2024-08-04T09:06:21.000000,85.44,2.58,0.06,3.32,0
2024-08-04T09:37:01.000000,84.02,2.58,0.06,3.32,0
2024-08-04T13:44:29.000000,83.66,2.6,0.06,3.34,0
2024-08-04T15:47:13.000000,82.36,2.62,0.06,3.34,0
2024-08-04T16:06:15.000000,85.4,2.56,0.06,3.34,0
2024-08-04T16:20:35.000000,84.7,2.58,0.06,3.32,0
2024-08-04T23:45:37.000000,85.42,2.56,0.06,3.34,0
2024-08-05T00:34:02.000000,85.66,2.56,0.04,3.34,0
2024-08-05T03:05:32.000000,84.82,2.58,0.04,3.32,0
2024-08-05T06:46:34.000000,85.42,2.56,0.04,3.38,0
2024-08-05T07:51:22.000000,87.34,2.52,0.04,3.4,0
2024-08-05T09:02:27.000000,88.52,2.52,0.02,3.4,0
2024-08-05T11:27:08.000000,91.82,2.46,0.02,3.46,1
2024-08-05T11:34:32.000000,92.14,2.46,0.02,3.48,1
2024-08-05T11:39:38.000000,93.38,2.4,0.02,3.48,1
2024-08-05T12:28:48.000000,93.86,2.36,0.02,3.48,1
2024-08-05T12:59:56.000000,93.98,2.36,0.02,3.46,1
2024-08-05T16:13:35.000000,93.6,2.38,0.02,3.46,1
2024-08-05T16:16:46.000000,92.82,2.4,0.02,3.42,1
2024-08-05T18:12:12.000000,94.04,2.36,0.02,3.42,1
2024-08-05T18:14:16.000000,94.0,2.36,0.02,3.42,1
2024-08-05T18:57:22.000000,98.78,2.28,0.02,3.48,1
2024-08-05T19:08:31.000000,104.86,2.24,0.04,3.5,1
2024-08-05T21:16:03.000000,104.72,2.24,0.04,3.5,1
2024-08-05T21:34:18.000000,103.28,2.24,0.04,3.48,1
2024-08-05T23:53:00.000000,100.0,2.3,0.04,3.42,1
2024-08-06T00:39:21.000000,99.86,2.3,0.04,3.42,1
2024-08-06T03:48:36.000000,99.86,2.3,0.04,3.44,1
2024-08-06T07:17:56.000000,98.42,2.36,0.04,3.4,1
2024-08-06T10:01:34.000000,98.7,2.36,0.04,3.42,1
2024-08-06T14:11:54.000000,101.3,2.32,0.04,3.46,1
2024-08-06T14:50:22.000000,100.36,2.34,0.04,3.42,1
2024-08-06T15:22:44.000000,100.58,2.34,0.04,3.46,1
2024-08-06T16:58:11.000000,97.78,2.42,0.04,3.4,1
2024-08-06T21:12:32.000000,98.6,2.38,0.04,3.42,1
2024-08-06T21:31:50.000000,98.14,2.38,0.04,3.42,1
2024-08-06T23:32:53.000000,97.68,2.4,0.04,3.42,1
2024-08-07T00:12:11.000000,99.28,2.4,0.04,3.42,1
2024-08-07T00:15:54.000000,100.86,2.4,0.04,3.44,1
2024-08-07T00:23:51.000000,99.24,2.48,0.04,3.4,1
2024-08-07T02:33:28.000000,99.06,2.5,0.04,3.4,0
2024-08-07T08:44:34.000000,95.86,2.58,0.02,3.36,0
2024-08-07T09:13:48.000000,94.38,2.6,0.02,3.34,0
2024-08-07T10:24:27.000000,96.08,2.56,0.02,3.36,0
2024-08-07T12:15:32.000000,94.72,2.58,0.02,3.34,0
2024-08-07T14:54:21.000000,95.48,2.56,0.02,3.36,0
2024-08-07T16:26:47.000000,95.46,2.56,0.02,3.36,0
2024-08-07T16:34:37.000000,96.08,2.56,0.02,3.4,0
2024-08-07T18:25:22.000000,93.74,2.6,0.02,3.36,0
2024-08-07T18:35:46.000000,91.3,2.66,0.02,3.3,0
2024-08-07T22:27:16.000000,90.94,2.68,0.02,3.24,0
2024-08-08T00:29:21.000000,92.1,2.68,0.02,3.26,0
2024-08-08T01:09:16.000000,92.36,2.66,0.02,3.24,0
2024-08-08T01:41:26.000000,92.04,2.68,0.02,3.22,0
2024-08-08T02:57:19.000000,88.96,2.72,0.02,3.2,0
2024-08-08T03:25:09.000000,89.44,2.7,0.02,3.2,0
2024-08-08T04:14:38.000000,90.42,2.7,0.02,3.22,0
2024-08-08T06:57:09.000000,88.44,2.74,0.02,3.2,0
2024-08-08T14:04:45.000000,88.7,2.74,0.02,3.24,0
2024-08-08T14:14:13.000000,91.98,2.68,0.04,3.26,0
2024-08-08T14:29:01.000000,93.34,2.68,0.04,3.28,0
2024-08-08T16:27:34.000000,88.86,2.74,0.04,3.22,0
2024-08-08T17:05:06.000000,87.82,2.74,0.04,3.24,0
2024-08-08T17:10:57.000000,87.44,2.74,0.04,3.22,0
2024-08-08T18:28:51.000000,85.68,2.8,0.04,3.16,0
2024-08-08T18:51:43.000000,85.9,2.82,0.04,3.16,0
2024-08-08T23:04:59.000000,88.44,2.78,0.04,3.2,0
2024-08-09T07:50:38.000000,92.84,2.72,0.06,3.24,0
2024-08-09T08:31:50.000000,96.64,2.66,0.06,3.3,0
2024-08-09T09:39:37.000000,99.08,2.66,0.06,3.32,0
2024-08-09T10:46:11.000000,100.64,2.62,0.06,3.34,0
2024-08-09T11:09:56.000000,96.0,2.68,0.06,3.3,0
2024-08-09T15:08:25.000000,89.98,2.7,0.04,3.3,0
2024-08-09T16:18:36.000000,89.24,2.74,0.04,3.24,0
2024-08-09T16:22:03.000000,87.58,2.78,0.04,3.24,0
2024-08-09T18:10:20.000000,88.44,2.76,0.04,3.28,0
2024-08-09T22:10:37.000000,88.64,2.76,0.04,3.3,0
2024-08-10T02:09:22.000000,89.62,2.72,0.04,3.3,0
2024-08-10T07:39:05.000000,89.54,2.72,0.04,3.32,0
2024-08-10T07:43:15.000000,89.5,2.72,0.04,3.32,0
2024-08-10T09:48:47.000000,86.26,2.78,0.04,3.3,0
2024-08-10T13:26:40.000000,86.26,2.78,0.04,3.3,0
2024-08-10T13:40:56.000000,86.48,2.78,0.04,3.32,0
2024-08-10T16:32:03.000000,88.14,2.72,0.04,3.38,0
